title;entity;Vikidia;Wikipedia
Poetry;O;Poetry is a special type of writing which tells about ideas, stories, or emotions. Sometimes there is a strong rhythm or beat. Other times there is rhyme or another kind of word pattern. Poetry usually develops in a culture or a language before regular writing because;"Poetry (a term derived from the Greek word poiesis, ""making""), also called verse, is a form of literature that uses aesthetic and often rhythmic qualities of language − such as phonaesthetics, sound symbolism, and metre − to evoke meanings in addition to, or"
Bean;MISC;The common bean is grown as a vegetable in all temperate and warm regions of the globe. There are about 80 species.  We eat the fruit (the pod) of green beans. Or we eat the seeds fresh or dried.  The bean is called purutu in the Quechua language. It is called ayacotl in the Nahuatl language. The Iroquois of the St. Lawrence called it sahé.;"A bean is the seed of several plants in the family Fabaceae, which are used as vegetables for human or animal food. They can be cooked in many different ways, including boiling, frying, and baking, and are used in many traditional dishes throughout the world. Terminology The word ""bean"" and its Germanic cognates (e.g. German Bohne) have existed in common use in West Germanic languages since before the 12th century, referring to broad beans, chickpeas, and other pod-borne seeds. This was long before the New World genus Phaseolus was known in Europe. With the Columbian exchange of domestic"
Child prodigy;O;A child prodigy is a person who, at a very early age develops one or more skills at a level far beyond the norm for their age. A prodigy is a child aged 18 years old or younger. A child prodigy performs at the level of a highly trained adult in a very demanding field of endeavour.;A child prodigy is a person under the age of ten who produces meaningful work in some domain at the level of an adult expert. The term is also applied more broadly
Anime;MISC;Anime is a style of animated movies from Japan. They may be hand-drawn or computer-generated. Their stories may have Japanese or Western settings.;Anime (Japanese: アニメ, IPA: [aꜜɲime] ) is hand-drawn and computer-generated animation originating from Japan. Outside Japan and in English, anime refers specifically to animation produced in Japan. However, in Japan and in Japanese, anime (a term derived from a shortening of the English word animation) describes all animated works, regardless of style or origin. Many works of animation with a similar style to Japanese animation
Infinity;LOC;Infinity is the property of something limitless. It is represented by the symbol ∞{\displaystyle \infty;Infinity is something which is boundless, endless, or larger than any natural number. It is often denoted by the infinity symbol ∞ {displaystyle infty } . Since the time of the ancient Greeks, the philosophical nature of infinity has been the subject of many discussions among philosophers. In the
Raven;MISC;Ravens are birds in the Corvidae family. There are 21 species. Some ravens are capable of making and using tools.  Ravens have black plumage, and some species have white neck and torso. They have brown or blue eyes.;A raven is any of several larger-bodied passerine bird species in the genus Corvus. These species do not form a single taxonomic group
Doctor Who;MISC;Doctor Who is a British science fiction television programme that has been produced since 1963.;Doctor Who is a British science fiction television series broadcast by the BBC since 1963. The series, created by Sydney Newman, C. E. Webber and Donald Wilson, depicts
Beet;O;"A beet is a type of root vegetable. It is dark red in color. The edible rood grows underground, and its leaves, called ""beet greens,"" can also be eaten.";The beetroot is the taproot portion of a beet plant, usually known in
Hypnos;PER;Hypnos (to the Greeks) or Somnus (to;In Greek mythology, Hypnos (, Ancient Greek: Ὕπνος means 'sleep'), also spelled Hypnus, is the personification of sleep, the Roman equivalent is known as Somnus. His name is the origin of the word hypnosis. Pausanias wrote that Hypnos was the dearest friend
Elizabeth II;PER;The countries of which she is Queen are known as Commonwealth realms. Their total population is over 129 million. Elizabeth II lives in the United Kingdom. In all the other countries where she is queen, a person has been chosen to represent her. This person is known as the Governor General. Elizabeth II is Queen and is interested in the running of her countries, but;Elizabeth II (Elizabeth Alexandra Mary, 21 April
Mantua;LOC;Mantua (in Italian: Mantova) is a small city in the north Italy. It is a province of the Lombardia region. His patron is Sant'Anselmo di Baggio. Is a city with 49.308 habitant (2016) and the mayor is Mattia Palazzi. His habitant they;Mantua ( MAN-tew-ə, Italian: Mantova [ˈmantova] , Lombard and Latin: Mantua) is a comune (municipality) in the Italian region of
Winx Club;ORG;Winx Club is an animated series created by Iginio Straffi and his company Rainbow SRL later seasons also by Viacom USA. In English language there are a lot of versions produced by many studios. Cinelume or Rai English : dubbed seasons 1,2,3,4 and also the movies to the original Italian language dialogue. 4Kids Entertainment : censored Winx Club seasons 1,2,3 for very young fans. They also worked for the video games : Winx (videogame), Mission Enchantix and The Quest for The codex. Nickelodeon USA dubbed seasons 3-4 and produced seasons 5, 6 and the tv specials. Recorded;Winx Club is an animated series co-produced by Rainbow SpA and later Nickelodeon. It was created and directed by Italian animator Iginio Straffi. The show is set in a magical universe that is inhabited by fairies, witches, and other mythical creatures. The main character is a fairy warrior named Bloom, who enrolls
Venus;LOC;Venus is a planet in;Venus is the second planet from the Sun. It has the densest atmosphere of all rocky bodies in the Solar System, so dense that at surface level and 92 atmospheres, it is a supercritical fluid. The planet's surface is dominated by volcanoes – there are 167 Venusian volcanoes that are over 100 km (60
Mount Vernon;LOC;Eastern view of Mount Vernon from the Potomac River Mount Vernon is a house in the state of Virginia in the United States of America. It is on the banks of the Potomac River. Mount Vernon was the plantation home of George Washington, the first president of the United States, and his;Mount Vernon is the former plantation of Founding Father, commander of the Continental Army in the Revolutionary War, and the first president of the United States, George Washington, and his wife, Martha. An American landmark, the estate lies on the banks of the Potomac River in Fairfax County, Virginia.
